city,activities_category,name,address,price,description,picture
Séoul,museum,Jeongdong Theater,"43 Jeongdong-gil, Jeong-dong, Jung-gu, Seoul, South Korea",,"Introduction
Jeongdong Theater is located along Deoksugung Doldam-gil. The theater serves as a cultural hub for locals citizens.

Opened on June 17, 1995, Jeongdong Theater is historically significant as it was established to restitute the legacy of Wongaksa, the first modern theater in Korea. Jeongdong Theater features numerous critically-acclaimed productions, such as “Traditional Art Performance,” “Masters Exhibition,” and “Art Frontier,” as well as programs like “Art Stage at Noon” that are geared toward the general public. As a result, Jeongdong Theater has become one of Korea's representative traditional arts performance theaters and was designated as a Seoul Future Heritage in 2015..

The theater successfully held the performance “Miso” in 2010, featuring the traditional musical ""Love Songs from Chunhyang,"" written and created by Jeongdong Theater. The musical attracted many international visitors from all over the world, passing on Korean cultural values and beauty, as well as gaining attraction by critics worldwide. In addition, the theater also produced ""The 2nd Story of Miso: Baebijang-jeon,"" offering a modern interpretation of the fundamental values found in Korea's culture and art.",
Séoul,museum,63 City,"50 63-ro, Yeoeuido-dong, Yeongdeungpo-gu, Seoul, South Korea",,"Introduction
With 63 floors measuring a total height of 249 meters, 63 Building is one of Korea’s tallest and most recognized building. 63 Building boasts spectacular views of the Hangang River and the surrounding Bugaksan, Namsan and Gwanaksan Mountains. The building also offers an outstanding vantage point when viewing the sunset over the city.",
Séoul,museum,Hongdae NANTA Theatre,"29 Yanghwa-ro 16-gil, Seogyo-dong, Mapo-gu, Seoul, South Korea",,"NANTA is a top non-verbal cooking performance show about four chefs who must prepare a wedding banquet in just one hour. The plot is depicted through various genres of performances, including percussion that uses kitchen utensils to make beats based on traditional rhythms of samulnori (traditional percussion quartet). The entire show has no spoken dialogue, yet plenty of comedy and romance, too.

Meanwhile, since its debut in October 1997, NANTA (also known as Cookin') has earned international acclaim, being staged on Broadway and at other famous venues worldwide.",
Séoul,museum,Tourist Information Center of Korea Tourism Organization,"40 Cheonggyecheon-ro, Da-dong, Jung-gu, Seoul, South Korea",,,
Séoul,museum,Arario Museum in Space,"83 Yulgok-ro, Gahoe-dong, Jongno-gu, Seoul, South Korea",,,
Séoul,museum,Namsan Cable Car,"Namsan, Hoehyeon-dong, Seoul",9500,"Introduction
Namsan Cable Car runs from the base of Namsan Mountain up to Namsan Seoul Tower, one of the most representative tourist attractions in Seoul, loved by tourists and residents alike. The new cable cars, which have been in operation since December 6, 2008, have an increased capacity of 48 people per car (up from 38). Unlike the older cars, the new cable cars have glass on all four sides, giving riders a wider view of the surrounding cityscape.

Approximately 50,000 people ride Namsan Cable Car each month. Visitors who are looking for a more tranquil tour are advised to go in the morning. For both a daytime and nighttime view of Seoul and the tower, take the cable car up the mountain in the late afternoon and come back down in the early evening.

To get to the cable car without having to walk too much, take Namsan Oreumi (Namsan outdoor elevator). Namsan Oreumi is the first inclined outdoor elevator in Korea. It runs a distance of 140m from the entrance of Namsan 3rd Tunnel to the parking lot of Namsan Cable Car and only takes about two minutes, as opposed to a 20 minutewalk. The maximum capacity is 20 people and operating hours are 10:00-23:30 to match the operatings of Namsan Cable Car.",
Séoul,museum,Seoullo 7017,"432 Cheongpa-ro, Hoehyeon-dong, Jung-gu, Seoul, South Korea",,"Introduction
In the 1970s, an elevated road was built to connect the eastern and western sides around Seoul Station. However, the road was closed to road traffic due to safety issues. After this, rather than tearing down the existing structure, the road was transformed into Seoullo 7017, a new pedestrian walking experience.

Seoullo 7017 gets its name from its years of new life, from being a traffic road in the 70s to a sky garden in 2017. The ""17"" also has a deeper meaning, with Seoullo 7017 being divided into 17 unique sections, and the road being located 17 meters above the ground.

There are a variety of facilities along Seoullo 7017, including an information center, cafes, gardens, and stages. Seoullo 7017 itself is open all day, every day for visitors to enjoy at their leisure. If you would like a guided tour, be sure to sign up for the guided walking tour through the official Visit Seoul website.",
Séoul,museum,Gocheok Sky Dome,"Gyeongin-ro, Guro-gu, Seoul, South Korea",,"Gocheok Skydome is the largest capacity stadium in South Korea. In addition to sporting events, arts events such as concerts and awards ceremonies are also often held here.

The stadium was completed in September, 2015 and is a cultural sports complex that is open year round. During the baseball season, visitors can watch exciting games and enjoy Korean baseball culture. During the off-season, there are concerts and other cultural events held at Gocheok. The stadium's design is dome-shaped and there are 2 basement levels and 4 above-ground levels. Thanks to its ceiling cover, games and events are unaffected by weather conditions. There are baseball facilities, a swimming pool, gym, soccer field, basketball field and many other facilities open for public use. The stands have 18,000 seats, but for cultural events like concerts, audiences of 20,200 can be accommodated. Gocheok Skydome is the home stadium for the Nexen Heroes from 2016 to 2017.

Gocheok Skydome's size makes it one of the largest indoor concert venues in South Korea. The stadium has hosted many K-pop concerts and awards shows such as the KBS Music Awards and more.",
Séoul,museum,Seoul International Fireworks Festival,"330 Yeouidong-ro, Yeoeuido-dong, Yeongdeungpo-gu, Seoul, South Korea",,"Seoul International Fireworks Festival, a large festival in Korea, is an annual event organized by Hanwha Group since 2000. Every year, major fireworks teams are invited to perform fireworks displays and to light up the night skies of Yeouido. The event is also filled with various subsidiary events during the daytime.",
Séoul,museum,Jungbu Market,"35 Eulji-ro 36-gil, Ojang-dong, Jung-gu, Seoul, South Korea",,"Introduction
At Jungbu Market, a wide assortment of dried food such as laver, seaweed, anchovies, yellow corbinas, squid, pollack, and dried filefish fillets are available at low prices. Known for both wholesale and retail sales, Jungbu Market offers goods at prices 20-30% lower than those found at other markets.

Each store only sells one or two types of seafood products, allowing for easy price comparison and top quality goods. Popular products include dried filefish fillets, laver, and Pollack. As of late, processed food has also started to make its way into the market.

The market is also a popular site for buying food items used in ancestral rites and general home goods. The market opens at 4am and most stores close around 5pm. By 6pm the market grounds are quiet and inactive, so make sure to go before 3pm so that you have enough time to shop and look around.",
Séoul,museum,Seoul World Cup Stadium,"Seongsan-dong, Mapo-gu, Seoul, South Korea",,"Introduction
Seoul World Cup Stadium is shaped like a traditional Korean kite, and if seen from above, it looks as if a rectangular shield is being flown like a kite. The shape of the stadium represents flight towards victory, and it combines the hopes of the World Cup games and spirit and traditional culture of the Korean people.
The very first impression the stadium gives is that it is very large. It provides over 60,000 seats, and in fact, in terms of area and facility, it is the best in Asia. There are also large screens on either side of the stadium for people wanting close-up view of the games. Near the stadium there are a variety of parks, ideal for leisurely walks. There are also five theme parks around the stadium – Peace Park, Nanjicheon Park, and Noeul Park among them. Thick groves of trees, modern street lights, and magnificent fountains make the parks ideal walking areas in the morning and evening. In the evenings, many in-line skaters come and hang out as well. The stadium is open from 9 to 5 pm, and many interpreters are always on duty.
After the successful completion of the 2002 FIFA World Cup Korea/Japan, the Seoul World Cup Stadium has been leading the campaign to promote soccer culture, and is also a frontrunner in hosting various cultural events. Located within the facilities are also places to shop and enjoy cultural activities- providing all visitors with much to see and do. In Seoul, it is rising as a popular tourist spot.",
Séoul,museum,Seoul Arts Center,"2406 Nambusunhwan-ro, Seocho 3(sam)-dong, Seocho-gu, Seoul, South Korea",,"Introduction
The Seoul Arts Center is the representative art complex of Korea. It is comprised of the Opera House, Concert Hall, Art Gallery, Calligraphy Museum and Performance Theater which is exclusively for plays. You can enjoy various performances and exhibitions at this one site.

One of the prominent aspects of the Seoul Arts Center is that it was built to the quality of the world's ten best art centers. The Opera House that stands in the middle of the complex represents the Gat - a traditional Korean hat made of bamboo. You will notice that the roof of the building is the shape of the Gat. Since it is the only place in the world that has a well-preserved collection of written Chinese Characters, the Calligraphy Hall is a nice place for foreigners to visit.

The plot of this complex is approximately 276,800 square yards. Even if you do not enter the buildings of the complex, you will be surprised at the facilities. The outdoor space is fit for the citizens of Seoul and tourists to rest and relax. Behind the complex you will see the mountains. Follow the trail up the mountains and you will reach Daesungsa Temple, a Buddhist temple.

Seoul Arts Center is famous for its free, relaxing outdoor space. At the 'Jangteo' (meaning 'market') there are many events and shows. There is an outdoor theater, which has a half-moon shaped stage along with a square where many performances are held. You can also rest by Umyeonji, the Korean-style pond.",
Séoul,museum,National Museum of Korean Contemporary History,"198 Sejong-daero, Jongno 1(il).2(i).3(sam).4(sa), Jongno-gu, Seoul, South Korea",0,"Introduction
The National Museum of Korean Contemporary History is Korea's first museum recording the nation’s comprehensive history from the late nineteenth century to current time. It opened on December 26, 2012 and was established to share the nation’s history of going through all kinds of hardships and troubles by showing them with exhibitions, education, researching and developing and collecting materials. The museum is comprised of four exhibition halls; Prelude to the Republic of Korea, Foundation of the Republic of Korea, Development of the Republic of Korea, and Modernization of South Korea, toward the World. Korean History Dream Village features a hands-on program hall for children to learn modern and contemporary history. Also Children’s Museum offers special exhibitions throughout modern time’s history and educational and cultural programs for students.",
Séoul,museum,Dongdaemun Shopping Complex,"266 Jong-ro, Jongno 6(yuk)-ga, Jongno-gu, Seoul, South Korea",0,"Introduction
Dongdaemun Shopping Complex is one of Korea’s most well-known markets. It was founded in December 1970 as the largest of its kind in Asia and has maintained that status for the last 40 years. Browsing the plethora of shops, you can find fabric and clothing following all the latest global fashion trends. Dongdaemun Shopping Complex continues to build up its reputation as a hub of international design.",
Séoul,museum,King Sejong Statue,"175 Sejong-daero, Jongno 1(il).2(i).3(sam).4(sa), Jongno-gu, Seoul, South Korea",0,"Introduction
The King Sejong Statue was erected at the center of Gwanghawmun Square on Hangeul Day (October 9) of 2009. Sitting with a gentle smile on his face and a book in his hand, the bronze statue of 9.5m in height celebrates the King and his great achievements.

In front of the statue lie a celestial globe, a rain gauge, and a sundial, all of which King Sejong invented himself during his reign. Behind the statue, there are six columns with golden carvings depicting the King's major accomplishments, as well as an underground passage to the 'Sejong's Story' exhibition hall. Surrounding the statue, on the edges of the Square, is the 'Waterway of History,' a stream flowing on tiles with inscriptions of Korean history.

King Sejong (1392-1910)
King Sejong is best remembered as the inventor of Hangeul, the Korean alphabet. During his reign, he consolidated the basis for ruling the Joseon Dynasty by incorporating Confucian philosophy of politics. Furthermore, he led the nation's great strides in agriculture, literature, science and technology.",
Séoul,museum,Ewha Univ. & Sinchon,"Daehyeon-dong, Seodaemun-gu, Seoul, South Korea",,"Favorite Haunts of the Young and Free-spirited

Located in Northwest Seoul, Sinchon is home to a number of private universities, earning the area its nickname �University Streets of Sinchon�. In particular, the street between Sinchon Station (Subway Line 2) and Edae (abbreviated for Ewha Women�s University) is a shopper�s paradise, offering a wide range of styles and prices. The collection of trendy stores, bars, and delicious cuisine draws out throngs of college students and other freethinkers year-round, making this one of the most creative and energetic places in the city.

Shopper�s Nirvana: Edae�s Fashion for Young Women
The commercial street between the Ewha Station and Ewha Women�s University is considered one of the hottest shopping areas for young women in Korea. Although some changes may be forthcoming with the construction of a new giant shopping mall, the street will still house chic hair salons, dazzling fashion shops, and outstanding caf�s, exuding a unique image and taste tailored to young women.

History and Culture: Sinchon Railway Station
Sinchon Railway Station�between Ewha Women�s University and Yonsei University�is the oldest railway station in Seoul. Originally intended to be a whistle-stop along the Gyeongui Line connecting Seoul and Sinuiju (located in present-day North Korea), the station was built in 1920, almost five years before the construction of Seoul Station. After the division of the two Koreas, the station became the departure site to Munsan, which is close to the Military Demarcation Line. In an effort to preserve its history, the station was shut down some years later and a new station was built to take its place. The old station still stands as a testament to Sinchon�s important place in Korea�s transportation history. The area has become well known for its bustling commercial life, colorful caf�s and various street performances.

Yonsei and Ewha Campuses: College Towns at their Finest!
Alive with an energy all its own, the street between Sinchon Station (Subway Line 2, a 15-minute walk from the Sinchon Railway Station) and Yonsei University is a favorite retreat for the college crowd, who spend many a night relaxing at the various caf�s, restaurants, and bookstores. The campuses� youthful vigor and surrounding 20th-century architecture make the area around Yonsei and Ewha well worth a visit.",
Séoul,museum,Alive Museum Insadong,"12 Insadong-gil, Insa-dong, Jongno-gu, Seoul, South Korea",12000,"Introduction
With an area over 1,280㎡, Alive Museum is located in Insa-dong, a neighborhood known for its mixture of historical and modern atmosphere. Exhibitions include optical illusion art, digital media, and more. More than 100 pieces are on display at the exhibition halls on basement levels 1 and 2.

Opened on March 6, 2014, Alive Museum infuses and modernizes the concept of art into something fun, engaging and highly educational.",
Séoul,museum,Seoul Central Mosque,"30-39 Usadan-ro 10-gil, Itaewon-dong, Yongsan-gu, Seoul, South Korea",,,
Séoul,museum,Samcheonggak,"3 Daesagwan-ro, Seongbuk-dong, Seongbuk-gu, Seoul, South Korea",0,"Introduction
Reflecting its name (literally the ‘House with Threefold Purity’), Samcheonggak is located in one of the most pristine places in the city and has born witness to standout moments in Korean history. It was the venue for the banquet for the Joint Statement (July 4, 2007) between North and South Korean representatives and has served as a forum for a variety of other political and diplomatic functions. The City of Seoul took over Samcheonggak in 2000 and made it available to the public and the building has been under the management of the Sejong Center for the Performance Arts since July 2009, affording visitors many opportunities to experience Korean traditional culture.
",
Séoul,museum,Ikseon-dong Hanok Street,"Ikseon-dong, Jongno-gu, Seoul, South Korea",,"Ikseon-dong is gaining attention as a new attraction in Seoul. Despite being in one of the oldest neighborhoods in the center of Seoul, the more well-known attractions of Jonggak, Myeong-dong, Dongdaemun, and Gwanghwamun outshone Ikseon-dong. It only recently started to become a trend as young artists and entrepreneurs began to open businesses like cafes, restaurants, and handicraft shops with unique concepts and designs. Find your way through the maze-like streets of Ikseon-dong for a personal treasure hunt",
Séoul,museum,Dongdaemun History & Culture Park,"15 Deoksugung-gil, Seosomun-dong, Jung-gu, Seoul, South Korea",0,"Introduction
At Dongdaemun History & Culture Park, traditional buildings and cutting-edge modern cultural facilities come together harmoniously. Seoul Fortress, Yigansumun Water Gate, Dongdaemun History Museum 1398, Dongdaemun Excavation Site Exhibition Hall, Dongdaemun Stadium Memorial, an event hall, and design gallery can all be found within the park.

During the construction work of the park, remains and relics were unearthed, including Yigansumun Water Gate and Chiseong (the first defense facility found) of Seoul Fortress, 44 buildings sites from as early as the Joseon Dynasty including Hadogamteo Site (military training ground), and 1,000 relics including Joseon Baekja (white porcelain of the Joseon Dynasty) and Buncheong Sagi (grayish blue powdered ceramics) from the early Joseon Dynasty through the Japanese colonial rule period.

Dongdaemun History & Culture Park has a role almost akin to that of a historical culture theme park where one can see the living history of Seoul through exhibitions and events showcasing contemporary design and culture. It also serves as a resting area for the people.",
Séoul,museum,Seolleung & Jeongneung Royal Tomb,"1 Seolleung-ro 100-gil, Samseong-dong, Gangnam-gu, Seoul, South Korea",1000,"Introduction
* Night-time viewing is restricted to lighted areas
* Night-time viewing prohibited November-February for the safety of all visitors

Seonjeongneung is comprised of Seolleung Royal Tomb and Jeongneung Royal Tomb. Located in downtown Seoul, this place offers tranquil and pleasant promenades for couples and office workers. Seonjeongneung houses the burial mounds of King Seongjong (1469-1494), his wife Queen Jeonghyeon, and King Jungjong (1506-1544) of the Joseon Dynasty (1392-1910).

Upon entering the grounds, you can see a red gate (the red colour denotes holiness) with a taegeuk (yin-yang) symbol. The stone paths leading to the sacrificial building are noteworthy because there are two stone paths—the elevated path is for the dead King and the lower one is for living people.

In the past, memorial rites were performed in the sacrificial building. Small sculptures on the eaves called Japsang were carved in the shape of animals, such as monkeys, and were believed to exorcise evil spirits. Next to the sacrificial building, there is a pavilion and a tombstone for the tomb of the king. Sculptures of sheep and tigers surround the tomb and are guardians of the deceased king. There is also a statue of a military officer bearing a sword. In front of the tomb is an outstanding sight called 'Mangjuseok,' which is a pair of stones designed to guide the spirit of the king to his tomb. Unlike the tombs of the kings, the queen’s tomb, Wanghureung, is simple. It doesn’t have any pavilions or sacrificial buildings, and is surrounded only by stone sculptures as guardians.

Seonjeongneung has a lush forest, and benches on the promenade provide an ideal place to relax. There are numerous small hills with clusters of trees that create a border between the mystery and serenity of the royal tombs and the hustle and bustle of downtown Seoul.",
Séoul,museum,Gwanghwamun Square,"지하 172 Sejong-daero, Jongno 1(il).2(i).3(sam).4(sa), Jongno-gu, Seoul, South Korea",0,"Introduction
On August 1st, 2009, the redesigned Gwanghwamun Square opened to the public. With the inauguration of the square, Sejong-ro, located at the center of the 600-year-old historic city of Seoul, was transformed into a human-centered space that harmonizes with the beautiful scenery of Gyeongbokgung Palace and Bukaksan Mountain.

The close to 20,000m2 Gwanghwamun Square is located at the center of Sejong-ro which connects Gwanghwamun Gate and Cheonggye Square. The square is divided into the sections, “Recovering the History of Gwanghwamun Gate Plaza,” “Reenacting Yukjo Street Plaza,” “Korea Main Plaza,” “Civil Participation Urban Culture Plaza,” “Downtown Plaza” and “Cheonggyecheon Stream Connector.”

The “Recovering the History of Gwanghwamun Gate Plaza” section is at the entrance of the plaza, where a stone base called Woldae and a statue of Haetae, a mythical unicorn-lion that is said to protect palaces from fire, have been restored. Near Sejong-ro Park is “Reenacting Yukjo Street Plaza” where Yukjo Street, the main street of old Seoul (Formally known as Hanyang) was recreated. On the side is also a miniature depiction of Yukjo Street.

The Statue of King Sejong the Great has been relocated in the “Korea Main Plaza” where Hangeul, the Korean alphabet, is projected on a fountain water screen. Between the Sejong Center for the Performing Arts and the Statue of Admiral Yi Sun-Shin is the “Civil Participation Urban Culture Plaza” with a range of attractions and services including accommodation facilities for visitors, exhibition halls, elevators, a meeting plaza, and art galleries.

“Downtown Plaza,” located near the Statue of Admiral Yi Sun-Shin, symbolizes Sejong-ro. The Square has water facilities such as a pond and pop-jet fountains. The “Cheonggyecheon Stream Connector” functions as a connecting walking path between Cheonggyecheon Stream and Gyeongbokgung Palace.

In addition, there is the “Memorial Waterway”, flowing underground water, which goes from both Gyeongbokgung and Gwanghwamun subway stations to Cheonggyecheon Stream. Plus, behind the Statue of Admiral Yi Sun-Shin is “Sunken Square” which connects Gwanghwamun subway station and the ground allowing people to access the Square more easily.

Two statues of Admiral Yi Sun-Shin and Sejong the Great, who are great and influential people in Korean history, are situated at Gwanghwamun Square where the beatification ceremony will take place. Visitors can see “Waterways of History” and “King Sejong Story” exhibitions, the latter of which highlights the achievements of King Sejong and history of Hangeul.",
Séoul,museum,Lotte Department Store Main,"81 Namdaemun-ro, Sogong-dong, Jung-gu, Seoul, South Korea",,"Introduction
The main branch of Lotte Department Store opened in 1979 and has gone on to be a leader in the Korean shopping culture and industry. The store offers everything from everyday household goods to international luxury brands, along with a duty free shop and restaurants. Being located within the city center, Lotte Department Store is easily accessible via public transportation. The staff aim to provide a friendly and comfortable shopping experience to all visitors.

Description of Products Offered
Handbags, shoes, groceries, jewelry, cosmetics, perfume, fashion goods, sporting goods, childrens fashion, furniture, household goods, etc.",
Séoul,museum,Times Square,"15 Yeongjung-ro, Yeongdeungpo-dong, Yeongdeungpo-gu, Seoul, South Korea",0,"Joining the Ranks of the Greats

The name �Times Square� brings with it images of the major landmarks in Hong Kong and New York City: major symbols of urban living where commerce and leisure come together in a mix of modern conveniences such as department stores, hotels, shopping malls, and cultural spaces. The newest addition to this world-famous list is �Yeongdeungpo Times Square� in the west of Seoul, a gigantic shopping complex that has been gaining increasing popularity since its opening in September 2009.

Korea�s Largest Shopping Mall
Located near Yeongdeungpo Station on Subway Line 1, Yeongdeungpo Times Square is twice as large as COEX Mall in Samsung-dong (Gangnam), which had previously been the largest shopping mall in Korea. In addition to being specifically designed to facilitate the flow of customer traffic, the new Yeongdeungpo Time Square boasts an exquisite interior design and outstanding customer services.

Hotels, Stores, and a Whole Lot More
Everything necessary for urban living can be found inside the complex at Yeongdeungpo Times Square; this mall is more than just your average shopping center! Aside from housing a huge selection of stores, the complex is also a center for tourism, businesses, lodging, medical services, cultural experiences, and a myriad of entertainment facilities. From discount stores to department stores, the square gives consumers more choices than they could possibly have imagined: a bookstore, a movie theater, a fitness center, a home store, food courts, top-notch hotels, a wedding hall, and a banquet hall. Offices and meeting rooms are also available for lease.

Times Square�s Greener Side
Even though Yeongdeungpo Times Square is primarily a commercial center, designers have taken great care to incorporate environmentally-friendly spaces as well. Patches of grass, gardens, water fountains, and a large roof garden account for roughly 21% of the structure�s total area. The Main Atrium stretches up to meet a glass ceiling, flooding the central area with natural light. Throughout the year, free performances by musicians and other lively events are held in the atrium, turning the mall into a mini community center where shoppers and residents can kick back and relax.",
Séoul,museum,Seokchon Lake,"148 Jamsil-ro, Jamsil 3(sam)-dong, Songpa-gu, Seoul, South Korea",,"Introduction
Songpa Naru Park, also commonly referred to as Seokchonhosu Lake, is a citizen park in Seoul with a jogging course and walking trails. It has two lakes with Songpa-daero Boulevard running in between. Originally, a branch of the Hangang River ran through the site, forming one large lake, but the lake was divided into two with the construction of Songpa-daero Boulevard. The total size of the two lakes is 217,850㎡, and they hold about 737 tons of water. The depth of the lakes is 4-5 meters.",
Séoul,museum,National Palace Museum of Korea,"12 Hyoja-ro, Jongno 1(il).2(i).3(sam).4(sa), Jongno-gu, Seoul, South Korea",0,"Introduction
The National Palace Museum of Korea opened in 1992 displaying relics from the Joseon Dynasty [1392~1910]. Over 20,000 royal relics from Gyeongbokgung Palace, Changdeokgung Palace, Changgyeonggung Palace and Jongmyo Shrine are on display.

1. Royal Symbols and Records
The Joseon Dynasty attained Confucian ideals, and therefore, the king and his queen were worshipped as parents of all citizens. To elevate their authority, the Joseon royal households crafted various royal symbols.
2. Ancestral Rites
The royal ancestral rite was held at a royal shrine encompassing the ancestral tablets of the late kings and queens of the Joseon Dynasty. This was not merely a royal ancestral worshipping ceremony, but also a festival with music and dance, in the hope for the nation's eternal prosperity.
3. Palace Architecture
The palace was the living quarters of the king and his family as well as the center of administration where the king ruled the nation. The center of the palace in the Joseon Dynasty, according to traditional Oriental architectural planning, was featured at Jeongjeon. The main hall was the center of state events and political discussions, and the Pyeonjeon, the government office.
4. Joseon Sciences
The Joseon Dynasty strove to establish the legitimacy of its foundation to enrich the nation's economy. To attain these ideals, the dynasty unprecedentedly promoted such areas as the sciences and medicine while developing various weapons for national defence.
5. Royal Life
The king and queen were symbolic figures of the Joseon Dynasty, but they were also ordinary people who lived private lives within the palace. The palace was divided into various sections of living space such as the king's office, the queen's quarters, and the prince's study room. Each section contained appropriate pieces of furniture, which were made of the finest quality materials according to well-established criteria for the royal family.",
Séoul,museum,Inwangsan Mountain,"29 Inwangsan-ro 1-gil, Sajik-dong, Jongno-gu, Seoul, South Korea",0,"Introduction
The ancient fortress walls of Seoul that connect the ritual grounds of King Taejo and Muhakdaesa to the Sajik Tunnel and Jahamun Gate still remain on the grounds of Inwangsan Mountain. Many people enjoy hiking from the path that begins at the Sajik Tunnel, which leads to the peak of the mountain passing the fortress walls, then hike back down to Buam-dong. The hiking course is also connected to the road in front of Cheongwadae so hikers can also walk along the historical Palpan-ro road, Hyoja-ro road, and Gyeongbokgung Palace. The hiking path located behind Sajik Park leads to Hwanghakjeong Pavilion, where archers during the Joseon Dynasty once honed their marksmanship. The Hwanghakjeong Pavilion was originally located in the Gyeongbokgung Palace but was relocated to the mountain. From the top, a panoramic view of the surrounding area spreads as far as Naksan Mountain, Namsan Mountain, and Baegaksan Mountain with Gyeongbokgung Palace at its center.

The hiking path past Sajik Park's T-intersection is a popular walking course to nearby office workers during lunch time. A view of Cheongwadae is visible from a top beombawi rock (tiger's rock). For hikers seeking to walk along the ridges, it is recommended to take the path down to Hongje-dong quarry or Jahamun Gate. Hikers are recommended to take their time to fully enjoy the view of the surroundings while walking along the path of the outer walls. The stone stairway following the path past Changuimun Gate will take hikers to the path along the outer walls. This path stretches for approximately 200m and a set of stones used to build the city walls during the reign of King Taejo, King Sejong, and King Sukjung still remain along the way. The thick, dark-colored mosses on the stones indicate the long history of Seoul.

The view of the refreshing landscape and Inwangsan Mountain's peak will greet the hikers once they walk back to the inner city walls through a step of stones. Hikers will be able to get a bird's-eye-view of Seoul's mountains and skyscrapers surrounding the Hangang River. The city walls along the path going down to Cheongun-dong still withhold their beauty from the past. The inner wall path also leads to the Tangchundaeseong Fortress. Tanchundaeseong Fortress was built in order to reinforce the capital’s defenses after the Japanese invasion in 1592 and the Manchu war of 1636.

Inwangsan Mountain stands at a height of 338.2m and spreads throughout the regions of Hongje-dong in Seodaemun-gu and Muak-dong, Nusang-dong, Ogin-dong and Buam-dong in Jongno-gu. The unique and colossal rock formations and the view of Seoul and Cheongwadae are only a few of the many charms of Inwangsan Mountain.
",
Séoul,museum,Goto Mall (Gangnam Terminal Underground Shopping Center),"South Korea, Seoul Seocho-gu 잠원동",0,"Introduction
Gangnam Terminal Underground Shopping Center is often called ""Goto mall"" in short, and is connected to one of the major subway transfer stations at which Seoul subway lines 3, 7 and 9 operate. Over 600 stores are lined up on both sides of the two long, parallel corridors featuring clothing, fashion accessories, interior products, flowers and dining.",
Séoul,museum,Hongdae Free Market,"19-3 Wausan-ro 21-gil, Seogyo-dong, Mapo-gu, Seoul, South Korea",0,"Hongdae Free Market is an open space between diverse artists and visitors to communicate with each other and consume culture. Visitors will find creative items reflecting distinctive tastes of artists at the market . Anyone is welcome to participate in the market as an artist. Hongdae Free Market does not offer used goods, but only creative items made by the artists.",
Séoul,museum,Ihwa Mural Village,"Ihwa-dong, Jongno-gu, Seoul, South Korea",0,"Like the Ant Mural Village in Hongje, the Ihwa Mural Village (이화동벽화마을) was set for destruction as it was seen as a bit of a slum and down-trodden area but in 2006 under the “Art in City Project” carried out by The Ministry of Culture, Sports and Tourism, murals were added in an effort to revitalize the neighborhood in Seoul. The revitalization has come at a cost though. Beautiful murals in varying sizes placed on walls, fences and rooftops were created by 70 artists and certainly brought loads of tourists to the area, however, no one really asked the residents, mostly elderly Korean citizens, if they were okay with this or explained what the murals might bring. This is a similar story with what is going on in the Bukchon Hanok Village one of the MOST visited neighborhoods in the city of Seoul and the residents aren’t all that happy with the influx.",
Séoul,museum,Majang Meat Market,"gil 40 Majangno 31(samsibil)-gil Majang-dong Seongdong-gu Seoul, Where are the clothes, Dancing, South Korea",,"Introduction
Majang Meat Market is the largest meat market in Korea. It is equipped with Korea’s most modern and cleanest facilities. The butchers here are proud of the market's size and hygienic facilities.

The market sells fresh meat arriving every hour from all over the country and from overseas. The prices are overtly marked for each meat along with the country and place of origin. For the market's efforts to provide quality products, the market is recognized by the Korean Medical Association (KMA).

Traders are able to trade easily thanks to the market's state of the art systems. At Majang Meat market, high quality meats are available at up to 30% less than at supermarket chains.",
Séoul,museum,Seoul City Wall,"Seoul, South Korea",,"Introduction
Built in 1396, Seoul City Wall has protected Seoul for over 600 years. Even though some parts were demolished through modernization, it has kept its original form well to be designated as a valuable Cultural Asset. Located inside Dongdaemun City Wall Park, Seoul City Wall Museum exhibits historical artifacts relating to the transformation of the city, and has a permanent exhibition hall, special exhibition hall, information center and multi-purpose lecture room.",
Séoul,museum,National Museum of Modern and Contemporary Art Seoul,"30 Samcheong-ro, Samcheong-dong, Jongno-gu, Seoul, South Korea",4000,"Introduction
National Museum of Modern and Contemporary Art, Deoksugung was originally built as an annex to the National Museum of Contemporary Art. It specializes in seeking out and researching modern art, and also in exhibiting and preserving it. You can see classical works of modern art when you visit National Museum of Modern and Contemporary Art, Deoksugung. Because it uses the Seokjojeon annex inside the Deoksugung Palace as its exhibition space, the center maintains a unique traditional atmosphere. On the first floor are the administrative office and the audiovisual room, and the second floor has planned exhibitions of modern art in exhibition rooms one and two. The third floor has exhibitions three and four, where works selected as best modern art by the National Museum of Contemporary Art are displayed all year around. You can see modern works such as paintings in Indian ink, colorings, oil paintings, and sculptures. National Museum of Modern and Contemporary Art, Deoksugung has ""Art Center With the Citizens"" as its motto. Besides the exhibitions, the center has various performances such as music and mime. Lectures or seminars on artists' works are also held often and are popular with tourists. The ""Citizen's Park"" outside the museum is frequented by many people who go there to relax. Tourists can take a breather here as well, so be sure to make use of it.",
Séoul,museum,Seoul Lantern Festival,"Cheonggyecheon-ro, Sinseol-dong, Jongno-gu, Seoul, South Korea",,"Since its inception in 2009, the annual Seoul Lantern Festival, one of the representative festivals in Seoul, is held throughout the period from the first Friday of November to the third Sunday of November. Every year nearly 3 million visitors can expect to see lanterns along the 1.3 km Cheonggyecheon Stream with various things to see stretching all the way from Cheonggye Plaza and Supyogyo Bridge.",
